 EQUATION NUMBER
 ---------------------
     node   dof    eqn
    1          1.713E-01  1.125E-01  8.496E-02
    2          1.713E-01  1.125E-01  8.496E-02
    3          1.713E-01  1.125E-01  8.496E-02
 
 STRESS of ELEMENT :  178
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.776E-01  1.163E-01  8.583E-02
    2          1.776E-01  1.163E-01  8.583E-02
    3          1.776E-01  1.163E-01  8.583E-02
 
 STRESS of ELEMENT :  179
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.790E-01  1.166E-01  8.393E-02
    2          1.790E-01  1.166E-01  8.393E-02
    3          1.790E-01  1.166E-01  8.393E-02
 
 STRESS of ELEMENT :  180
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.727E-01  1.126E-01  7.938E-02
    2          1.727E-01  1.126E-01  7.938E-02
    3          1.727E-01  1.126E-01  7.938E-02
 
 STRESS of ELEMENT :  181
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.487E-01  1.007E-01  7.368E-02
    2          1.487E-01  1.007E-01  7.368E-02
    3          1.487E-01  1.007E-01  7.368E-02
 
 STRESS of ELEMENT :  182
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.306E-02  5.984E-02  7.883E-02
    2          6.306E-02  5.984E-02  7.883E-02
    3          6.306E-02  5.984E-02  7.883E-02
 
 STRESS of ELEMENT :  183
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.485E-02  2.444E-02  3.794E-02
    2          5.485E-02  2.444E-02  3.794E-02
    3          5.485E-02  2.444E-02  3.794E-02
 
 STRESS of ELEMENT :  184
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.141E-02  3.350E-02  4.307E-02
    2          7.141E-02  3.350E-02  4.307E-02
    3          7.141E-02  3.350E-02  4.307E-02
 
 STRESS of ELEMENT :  185
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.029E-02  4.478E-02  4.880E-02
    2          9.029E-02  4.478E-02  4.880E-02
    3          9.029E-02  4.478E-02  4.880E-02
 
 STRESS of ELEMENT :  186
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.091E-01  5.800E-02  5.528E-02
    2          1.091E-01  5.800E-02  5.528E-02
    3          1.091E-01  5.800E-02  5.528E-02
 
 STRESS of ELEMENT :  187
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.260E-01  7.166E-02  6.184E-02
    2          1.260E-01  7.166E-02  6.184E-02
    3          1.260E-01  7.166E-02  6.184E-02
 
 STRESS of ELEMENT :  188
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.398E-01  8.414E-02  6.760E-02
    2          1.398E-01  8.414E-02  6.760E-02
    3          1.398E-01  8.414E-02  6.760E-02
 
 STRESS of ELEMENT :  189
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.501E-01  9.429E-02  7.190E-02
    2          1.501E-01  9.429E-02  7.190E-02
    3          1.501E-01  9.429E-02  7.190E-02
 
 STRESS of ELEMENT :  190
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.565E-01  1.016E-01  7.430E-02
    2          1.565E-01  1.016E-01  7.430E-02
    3          1.565E-01  1.016E-01  7.430E-02
 
 STRESS of ELEMENT :  191
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.588E-01  1.058E-01  7.468E-02
    2          1.588E-01  1.058E-01  7.468E-02
    3          1.588E-01  1.058E-01  7.468E-02
 
 STRESS of ELEMENT :  192
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.559E-01  1.070E-01  7.317E-02
    2          1.559E-01  1.070E-01  7.317E-02
    3          1.559E-01  1.070E-01  7.317E-02
 
 STRESS of ELEMENT :  193
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.437E-01  1.041E-01  7.043E-02
    2          1.437E-01  1.041E-01  7.043E-02
    3          1.437E-01  1.041E-01  7.043E-02
 
 STRESS of ELEMENT :  194
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.123E-01  9.437E-02  6.881E-02
    2          1.123E-01  9.437E-02  6.881E-02
    3          1.123E-01  9.437E-02  6.881E-02
 
 STRESS of ELEMENT :  195
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.451E-02  7.123E-02  7.243E-02
    2          4.451E-02  7.123E-02  7.243E-02
    3          4.451E-02  7.123E-02  7.243E-02
 
 STRESS of ELEMENT :  196
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.019E-02  2.358E-02  3.958E-02
    2          7.019E-02  2.358E-02  3.958E-02
    3          7.019E-02  2.358E-02  3.958E-02
 
 STRESS of ELEMENT :  197
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.339E-02  2.915E-02  4.210E-02
    2          8.339E-02  2.915E-02  4.210E-02
    3          8.339E-02  2.915E-02  4.210E-02
 
 STRESS of ELEMENT :  198
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.776E-02  3.826E-02  4.603E-02
    2          9.776E-02  3.826E-02  4.603E-02
    3          9.776E-02  3.826E-02  4.603E-02
 
 STRESS of ELEMENT :  199
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.112E-01  4.999E-02  5.072E-02
    2          1.112E-01  4.999E-02  5.072E-02
    3          1.112E-01  4.999E-02  5.072E-02
 
 STRESS of ELEMENT :  200
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.224E-01  6.260E-02  5.542E-02
    2          1.224E-01  6.260E-02  5.542E-02
    3          1.224E-01  6.260E-02  5.542E-02
 
 STRESS of ELEMENT :  201
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.310E-01  7.438E-02  5.944E-02
    2          1.310E-01  7.438E-02  5.944E-02
    3          1.310E-01  7.438E-02  5.944E-02
 
 STRESS of ELEMENT :  202
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.366E-01  8.417E-02  6.232E-02
    2          1.366E-01  8.417E-02  6.232E-02
    3          1.366E-01  8.417E-02  6.232E-02
 
 STRESS of ELEMENT :  203
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.392E-01  9.143E-02  6.387E-02
    2          1.392E-01  9.143E-02  6.387E-02
    3          1.392E-01  9.143E-02  6.387E-02
 
 STRESS of ELEMENT :  204
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.380E-01  9.601E-02  6.414E-02
    2          1.380E-01  9.601E-02  6.414E-02
    3          1.380E-01  9.601E-02  6.414E-02
 
 STRESS of ELEMENT :  205
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.314E-01  9.779E-02  6.352E-02
    2          1.314E-01  9.779E-02  6.352E-02
    3          1.314E-01  9.779E-02  6.352E-02
 
 STRESS of ELEMENT :  206
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.154E-01  9.609E-02  6.307E-02
    2          1.154E-01  9.609E-02  6.307E-02
    3          1.154E-01  9.609E-02  6.307E-02
 
 STRESS of ELEMENT :  207
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.320E-02  8.935E-02  6.481E-02
    2          8.320E-02  8.935E-02  6.481E-02
    3          8.320E-02  8.935E-02  6.481E-02
 
 STRESS of ELEMENT :  208
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.347E-02  8.088E-02  6.730E-02
    2          3.347E-02  8.088E-02  6.730E-02
    3          3.347E-02  8.088E-02  6.730E-02
 
 STRESS of ELEMENT :  209
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.929E-02  2.193E-02  3.870E-02
    2          7.929E-02  2.193E-02  3.870E-02
    3          7.929E-02  2.193E-02  3.870E-02
 
 STRESS of ELEMENT :  210
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.925E-02  2.467E-02  3.962E-02
    2          8.925E-02  2.467E-02  3.962E-02
    3          8.925E-02  2.467E-02  3.962E-02
 
 STRESS of ELEMENT :  211
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.921E-02  3.211E-02  4.220E-02
    2          9.921E-02  3.211E-02  4.220E-02
    3          9.921E-02  3.211E-02  4.220E-02
 
 STRESS of ELEMENT :  212
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.077E-01  4.270E-02  4.541E-02
    2          1.077E-01  4.270E-02  4.541E-02
    3          1.077E-01  4.270E-02  4.541E-02
 
 STRESS of ELEMENT :  213
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.141E-01  5.441E-02  4.848E-02
    2          1.141E-01  5.441E-02  4.848E-02
    3          1.141E-01  5.441E-02  4.848E-02
 
 STRESS of ELEMENT :  214
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.183E-01  6.548E-02  5.098E-02
    2          1.183E-01  6.548E-02  5.098E-02
    3          1.183E-01  6.548E-02  5.098E-02
 
 STRESS of ELEMENT :  215
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.202E-01  7.479E-02  5.271E-02
    2          1.202E-01  7.479E-02  5.271E-02
    3          1.202E-01  7.479E-02  5.271E-02
 
 STRESS of ELEMENT :  216
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.196E-01  8.185E-02  5.371E-02
    2          1.196E-01  8.185E-02  5.371E-02
    3          1.196E-01  8.185E-02  5.371E-02
 
 STRESS of ELEMENT :  217
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.156E-01  8.658E-02  5.423E-02
    2          1.156E-01  8.658E-02  5.423E-02
    3          1.156E-01  8.658E-02  5.423E-02
 
 STRESS of ELEMENT :  218
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.066E-01  8.885E-02  5.487E-02
    2          1.066E-01  8.885E-02  5.487E-02
    3          1.066E-01  8.885E-02  5.487E-02
 
 STRESS of ELEMENT :  219
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.930E-02  8.829E-02  5.678E-02
    2          8.930E-02  8.829E-02  5.678E-02
    3          8.930E-02  8.829E-02  5.678E-02
 
 STRESS of ELEMENT :  220
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.070E-02  8.498E-02  6.110E-02
    2          6.070E-02  8.498E-02  6.110E-02
    3          6.070E-02  8.498E-02  6.110E-02
 
 STRESS of ELEMENT :  221
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.741E-02  8.877E-02  6.275E-02
    2          2.741E-02  8.877E-02  6.275E-02
    3          2.741E-02  8.877E-02  6.275E-02
 
 STRESS of ELEMENT :  222
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.217E-02  1.941E-02  3.578E-02
    2          8.217E-02  1.941E-02  3.578E-02
    3          8.217E-02  1.941E-02  3.578E-02
 
 STRESS of ELEMENT :  223
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.894E-02  2.008E-02  3.590E-02
    2          8.894E-02  2.008E-02  3.590E-02
    3          8.894E-02  2.008E-02  3.590E-02
 
 STRESS of ELEMENT :  224
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.483E-02  2.639E-02  3.750E-02
    2          9.483E-02  2.639E-02  3.750E-02
    3          9.483E-02  2.639E-02  3.750E-02
 
 STRESS of ELEMENT :  225
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.902E-02  3.614E-02  3.940E-02
    2          9.902E-02  3.614E-02  3.940E-02
    3          9.902E-02  3.614E-02  3.940E-02
 
 STRESS of ELEMENT :  226
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.014E-01  4.703E-02  4.103E-02
    2          1.014E-01  4.703E-02  4.103E-02
    3          1.014E-01  4.703E-02  4.103E-02
 
 STRESS of ELEMENT :  227
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.021E-01  5.730E-02  4.220E-02
    2          1.021E-01  5.730E-02  4.220E-02
    3          1.021E-01  5.730E-02  4.220E-02
 
 STRESS of ELEMENT :  228
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.011E-01  6.596E-02  4.303E-02
    2          1.011E-01  6.596E-02  4.303E-02
    3          1.011E-01  6.596E-02  4.303E-02
 
 STRESS of ELEMENT :  229
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.819E-02  7.265E-02  4.378E-02
    2          9.819E-02  7.265E-02  4.378E-02
    3          9.819E-02  7.265E-02  4.378E-02
 
 STRESS of ELEMENT :  230
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          9.249E-02  7.732E-02  4.485E-02
    2          9.249E-02  7.732E-02  4.485E-02
    3          9.249E-02  7.732E-02  4.485E-02
 
 STRESS of ELEMENT :  231
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.247E-02  7.993E-02  4.695E-02
    2          8.247E-02  7.993E-02  4.695E-02
    3          8.247E-02  7.993E-02  4.695E-02
 
 STRESS of ELEMENT :  232
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.620E-02  8.047E-02  5.102E-02
    2          6.620E-02  8.047E-02  5.102E-02
    3          6.620E-02  8.047E-02  5.102E-02
 
 STRESS of ELEMENT :  233
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.363E-02  8.071E-02  5.716E-02
    2          4.363E-02  8.071E-02  5.716E-02
    3          4.363E-02  8.071E-02  5.716E-02
 
 STRESS of ELEMENT :  234
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.449E-02  9.478E-02  5.837E-02
    2          2.449E-02  9.478E-02  5.837E-02
    3          2.449E-02  9.478E-02  5.837E-02
 
 STRESS of ELEMENT :  235
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.882E-02  1.598E-02  3.128E-02
    2          7.882E-02  1.598E-02  3.128E-02
    3          7.882E-02  1.598E-02  3.128E-02
 
 STRESS of ELEMENT :  236
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.255E-02  1.545E-02  3.117E-02
    2          8.255E-02  1.545E-02  3.117E-02
    3          8.255E-02  1.545E-02  3.117E-02
 
 STRESS of ELEMENT :  237
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.479E-02  2.119E-02  3.201E-02
    2          8.479E-02  2.119E-02  3.201E-02
    3          8.479E-02  2.119E-02  3.201E-02
 
 STRESS of ELEMENT :  238
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.535E-02  3.031E-02  3.271E-02
    2          8.535E-02  3.031E-02  3.271E-02
    3          8.535E-02  3.031E-02  3.271E-02
 
 STRESS of ELEMENT :  239
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.453E-02  4.034E-02  3.299E-02
    2          8.453E-02  4.034E-02  3.299E-02
    3          8.453E-02  4.034E-02  3.299E-02
 
 STRESS of ELEMENT :  240
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.262E-02  4.965E-02  3.302E-02
    2          8.262E-02  4.965E-02  3.302E-02
    3          8.262E-02  4.965E-02  3.302E-02
 
 STRESS of ELEMENT :  241
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.972E-02  5.747E-02  3.320E-02
    2          7.972E-02  5.747E-02  3.320E-02
    3          7.972E-02  5.747E-02  3.320E-02
 
 STRESS of ELEMENT :  242
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.550E-02  6.360E-02  3.397E-02
    2          7.550E-02  6.360E-02  3.397E-02
    3          7.550E-02  6.360E-02  3.397E-02
 
 STRESS of ELEMENT :  243
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.917E-02  6.805E-02  3.581E-02
    2          6.917E-02  6.805E-02  3.581E-02
    3          6.917E-02  6.805E-02  3.581E-02
 
 STRESS of ELEMENT :  244
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.964E-02  7.085E-02  3.936E-02
    2          5.964E-02  7.085E-02  3.936E-02
    3          5.964E-02  7.085E-02  3.936E-02
 
 STRESS of ELEMENT :  245
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.621E-02  7.241E-02  4.524E-02
    2          4.621E-02  7.241E-02  4.524E-02
    3          4.621E-02  7.241E-02  4.524E-02
 
 STRESS of ELEMENT :  246
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.083E-02  7.609E-02  5.261E-02
    2          3.083E-02  7.609E-02  5.261E-02
    3          3.083E-02  7.609E-02  5.261E-02
 
 STRESS of ELEMENT :  247
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.340E-02  9.877E-02  5.392E-02
    2          2.340E-02  9.877E-02  5.392E-02
    3          2.340E-02  9.877E-02  5.392E-02
 
 STRESS of ELEMENT :  248
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.927E-02  1.169E-02  2.556E-02
    2          6.927E-02  1.169E-02  2.556E-02
    3          6.927E-02  1.169E-02  2.556E-02
 
 STRESS of ELEMENT :  249
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.018E-02  1.093E-02  2.560E-02
    2          7.018E-02  1.093E-02  2.560E-02
    3          7.018E-02  1.093E-02  2.560E-02
 
 STRESS of ELEMENT :  250
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.927E-02  1.659E-02  2.575E-02
    2          6.927E-02  1.659E-02  2.575E-02
    3          6.927E-02  1.659E-02  2.575E-02
 
 STRESS of ELEMENT :  251
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.696E-02  2.516E-02  2.524E-02
    2          6.696E-02  2.516E-02  2.524E-02
    3          6.696E-02  2.516E-02  2.524E-02
 
 STRESS of ELEMENT :  252
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.385E-02  3.418E-02  2.422E-02
    2          6.385E-02  3.418E-02  2.422E-02
    3          6.385E-02  3.418E-02  2.422E-02
 
 STRESS of ELEMENT :  253
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.035E-02  4.233E-02  2.330E-02
    2          6.035E-02  4.233E-02  2.330E-02
    3          6.035E-02  4.233E-02  2.330E-02
 
 STRESS of ELEMENT :  254
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.652E-02  4.913E-02  2.308E-02
    2          5.652E-02  4.913E-02  2.308E-02
    3          5.652E-02  4.913E-02  2.308E-02
 
 STRESS of ELEMENT :  255
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.199E-02  5.453E-02  2.409E-02
    2          5.199E-02  5.453E-02  2.409E-02
    3          5.199E-02  5.453E-02  2.409E-02
 
 STRESS of ELEMENT :  256
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.615E-02  5.860E-02  2.680E-02
    2          4.615E-02  5.860E-02  2.680E-02
    3          4.615E-02  5.860E-02  2.680E-02
 
 STRESS of ELEMENT :  257
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.842E-02  6.146E-02  3.166E-02
    2          3.842E-02  6.146E-02  3.166E-02
    3          3.842E-02  6.146E-02  3.166E-02
 
 STRESS of ELEMENT :  258
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.909E-02  6.395E-02  3.893E-02
    2          2.909E-02  6.395E-02  3.893E-02
    3          2.909E-02  6.395E-02  3.893E-02
 
 STRESS of ELEMENT :  259
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.116E-02  7.075E-02  4.716E-02
    2          2.116E-02  7.075E-02  4.716E-02
    3          2.116E-02  7.075E-02  4.716E-02
 
 STRESS of ELEMENT :  260
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.316E-02  1.005E-01  4.926E-02
    2          2.316E-02  1.005E-01  4.926E-02
    3          2.316E-02  1.005E-01  4.926E-02
 
 STRESS of ELEMENT :  261
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.352E-02  6.698E-03  1.895E-02
    2          5.352E-02  6.698E-03  1.895E-02
    3          5.352E-02  6.698E-03  1.895E-02
 
 STRESS of ELEMENT :  262
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.189E-02  6.751E-03  1.927E-02
    2          5.189E-02  6.751E-03  1.927E-02
    3          5.189E-02  6.751E-03  1.927E-02
 
 STRESS of ELEMENT :  263
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.842E-02  1.270E-02  1.861E-02
    2          4.842E-02  1.270E-02  1.861E-02
    3          4.842E-02  1.270E-02  1.861E-02
 
 STRESS of ELEMENT :  264
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.408E-02  2.060E-02  1.676E-02
    2          4.408E-02  2.060E-02  1.676E-02
    3          4.408E-02  2.060E-02  1.676E-02
 
 STRESS of ELEMENT :  265
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.969E-02  2.835E-02  1.452E-02
    2          3.969E-02  2.835E-02  1.452E-02
    3          3.969E-02  2.835E-02  1.452E-02
 
 STRESS of ELEMENT :  266
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.566E-02  3.512E-02  1.285E-02
    2          3.566E-02  3.512E-02  1.285E-02
    3          3.566E-02  3.512E-02  1.285E-02
 
 STRESS of ELEMENT :  267
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.190E-02  4.074E-02  1.249E-02
    2          3.190E-02  4.074E-02  1.249E-02
    3          3.190E-02  4.074E-02  1.249E-02
 
 STRESS of ELEMENT :  268
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.806E-02  4.531E-02  1.393E-02
    2          2.806E-02  4.531E-02  1.393E-02
    3          2.806E-02  4.531E-02  1.393E-02
 
 STRESS of ELEMENT :  269
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.373E-02  4.890E-02  1.750E-02
    2          2.373E-02  4.890E-02  1.750E-02
    3          2.373E-02  4.890E-02  1.750E-02
 
 STRESS of ELEMENT :  270
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.882E-02  5.170E-02  2.345E-02
    2          1.882E-02  5.170E-02  2.345E-02
    3          1.882E-02  5.170E-02  2.345E-02
 
 STRESS of ELEMENT :  271
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.432E-02  5.494E-02  3.169E-02
    2          1.432E-02  5.494E-02  3.169E-02
    3          1.432E-02  5.494E-02  3.169E-02
 
 STRESS of ELEMENT :  272
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.358E-02  6.434E-02  4.058E-02
    2          1.358E-02  6.434E-02  4.058E-02
    3          1.358E-02  6.434E-02  4.058E-02
 
 STRESS of ELEMENT :  273
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.309E-02  9.950E-02  4.428E-02
    2          2.309E-02  9.950E-02  4.428E-02
    3          2.309E-02  9.950E-02  4.428E-02
 
 STRESS of ELEMENT :  274
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.148E-02  1.335E-03  1.168E-02
    2          3.148E-02  1.335E-03  1.168E-02
    3          3.148E-02  1.335E-03  1.168E-02
 
 STRESS of ELEMENT :  275
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.767E-02  3.257E-03  1.212E-02
    2          2.767E-02  3.257E-03  1.212E-02
    3          2.767E-02  3.257E-03  1.212E-02
 
 STRESS of ELEMENT :  276
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.235E-02  9.547E-03  1.026E-02
    2          2.235E-02  9.547E-03  1.026E-02
    3          2.235E-02  9.547E-03  1.026E-02
 
 STRESS of ELEMENT :  277
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.698E-02  1.645E-02  6.914E-03
    2          1.698E-02  1.645E-02  6.914E-03
    3          1.698E-02  1.645E-02  6.914E-03
 
 STRESS of ELEMENT :  278
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.246E-02  2.261E-02  3.589E-03
    2          1.246E-02  2.261E-02  3.589E-03
    3          1.246E-02  2.261E-02  3.589E-03
 
 STRESS of ELEMENT :  279
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          8.965E-03  2.781E-02  1.472E-03
    2          8.965E-03  2.781E-02  1.472E-03
    3          8.965E-03  2.781E-02  1.472E-03
 
 STRESS of ELEMENT :  280
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          6.272E-03  3.218E-02  1.252E-03
    2          6.272E-03  3.218E-02  1.252E-03
    3          6.272E-03  3.218E-02  1.252E-03
 
 STRESS of ELEMENT :  281
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.015E-03  3.587E-02  3.247E-03
    2          4.015E-03  3.587E-02  3.247E-03
    3          4.015E-03  3.587E-02  3.247E-03
 
 STRESS of ELEMENT :  282
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.004E-03  3.892E-02  7.595E-03
    2          2.004E-03  3.892E-02  7.595E-03
    3          2.004E-03  3.892E-02  7.595E-03
 
 STRESS of ELEMENT :  283
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.911E-04  4.156E-02  1.434E-02
    2          5.911E-04  4.156E-02  1.434E-02
    3          5.911E-04  4.156E-02  1.434E-02
 
 STRESS of ELEMENT :  284
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.232E-03  4.528E-02  2.317E-02
    2          1.232E-03  4.528E-02  2.317E-02
    3          1.232E-03  4.528E-02  2.317E-02
 
 STRESS of ELEMENT :  285
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.145E-03  5.652E-02  3.267E-02
    2          7.145E-03  5.652E-02  3.267E-02
    3          7.145E-03  5.652E-02  3.267E-02
 
 STRESS of ELEMENT :  286
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.265E-02  9.542E-02  3.889E-02
    2          2.265E-02  9.542E-02  3.889E-02
    3          2.265E-02  9.542E-02  3.889E-02
 
 STRESS of ELEMENT :  287
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.888E-03 -3.771E-03  3.825E-03
    2          2.888E-03 -3.771E-03  3.825E-03
    3          2.888E-03 -3.771E-03  3.825E-03
 
 STRESS of ELEMENT :  288
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.662E-03  8.112E-04  3.763E-03
    2         -2.662E-03  8.112E-04  3.763E-03
    3         -2.662E-03  8.112E-04  3.763E-03
 
 STRESS of ELEMENT :  289
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -8.909E-03  7.005E-03  1.147E-04
    2         -8.909E-03  7.005E-03  1.147E-04
    3         -8.909E-03  7.005E-03  1.147E-04
 
 STRESS of ELEMENT :  290
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.402E-02  1.234E-02 -4.762E-03
    2         -1.402E-02  1.234E-02 -4.762E-03
    3         -1.402E-02  1.234E-02 -4.762E-03
 
 STRESS of ELEMENT :  291
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.740E-02  1.663E-02 -8.832E-03
    2         -1.740E-02  1.663E-02 -8.832E-03
    3         -1.740E-02  1.663E-02 -8.832E-03
 
 STRESS of ELEMENT :  292
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.926E-02  2.022E-02 -1.098E-02
    2         -1.926E-02  2.022E-02 -1.098E-02
    3         -1.926E-02  2.022E-02 -1.098E-02
 
 STRESS of ELEMENT :  293
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
